pid,night_number,episode_index,train_index,cue_index,cue_type,took_place,epoch_sec,event_time_boston,volume,arousal_detected
09020306,2,7,0,,disruptive,False,18899,04:53:44,,
09020306,2,7,0,0,induction,True,19018,04:55:43,0,False
09020306,2,7,0,1,induction,True,19023,04:55:48,0.005,False
09020306,2,7,0,2,induction,True,19028,04:55:53,0.01,True
09020306,2,7,1,,disruptive,False,19328,05:00:53,,
09020306,2,7,1,0,induction,True,19448,05:02:53,0,False
09020306,2,7,1,1,induction,True,19453,05:02:58,0.005,False
09020306,2,7,2,,disruptive,False,19458,05:03:03,,
09020306,2,7,2,0,induction,True,19577,05:05:02,0,False
09020306,2,7,2,1,induction,True,19582,05:05:07,0.005,False
09020306,2,7,2,2,induction,True,19587,05:05:12,0.01,False
09020306,2,7,2,3,induction,True,19592,05:05:17,0.015,False
09020306,2,8,0,,disruptive,False,20247,05:16:12,,
09020306,2,8,0,0,induction,True,20366,05:18:11,0,False
09020306,2,8,0,1,induction,True,20371,05:18:16,0.005,False
09020306,2,8,0,2,induction,True,20376,05:18:21,0.01,False
09020306,2,8,0,3,induction,True,20381,05:18:26,0.015,False
09020306,2,8,0,4,induction,True,20386,05:18:31,0.02,False
09020306,2,8,0,5,induction,True,20391,05:18:36,0.025,False
09020306,2,8,0,6,induction,True,20396,05:18:41,0.03,False
09020306,2,8,0,7,induction,True,20401,05:18:46,0.035,False
09020306,2,8,0,8,induction,True,20406,05:18:51,0.04,False
09020306,2,8,0,9,induction,True,20411,05:18:56,0.045,False
09020306,2,8,0,10,induction,True,20416,05:19:01,0.05,True
09020306,1,0,0,,disruptive,False,14521,04:34:14,,
09020306,1,0,0,0,induction,True,14640,04:36:13,0,True
09020306,1,1,0,,disruptive,False,17125,05:17:38,,
09020306,1,1,0,0,induction,True,17244,05:19:37,0,True
09020306,1,3,0,,disruptive,False,18418,05:39:11,,
09020306,1,3,0,0,induction,True,18537,05:41:10,0,False
09020306,1,3,0,1,induction,True,18542,05:41:15,0.005,False
09020306,1,3,0,2,induction,True,18547,05:41:20,0.01,False
09020306,1,3,0,3,induction,True,18552,05:41:25,0.015,False
09020306,1,3,0,4,induction,True,18557,05:41:30,0.02,False
09020306,1,3,0,5,induction,True,18562,05:41:35,0.025,False
09020306,1,3,0,6,induction,True,18567,05:41:40,0.03,False
09020306,1,3,0,7,induction,True,18572,05:41:45,0.035,False
09020306,1,3,0,8,induction,True,18577,05:41:50,0.04,False
09020306,1,3,0,9,induction,True,18582,05:41:55,0.045,False
09020306,1,3,0,10,induction,True,18587,05:42:00,0.05,False
09020306,1,3,0,11,induction,True,18592,05:42:05,0.055,False
09020306,1,3,0,12,induction,True,18597,05:42:10,0.06,False
09020306,1,3,0,13,induction,True,18602,05:42:15,0.065,False
09020306,1,3,0,14,induction,True,18607,05:42:20,0.07,False
09020306,1,3,0,15,induction,True,18612,05:42:25,0.075,False
09020306,1,3,0,16,induction,True,18617,05:42:30,0.08,False
09020306,1,3,0,17,induction,True,18622,05:42:35,0.085,True
09020306,4,0,0,,disruptive,True,14521,04:29:21,,
09020306,4,0,0,0,induction,True,14641,04:31:21,0,False
09020306,3,1,0,,disruptive,False,15021,06:09:05,,
09020306,3,1,0,0,induction,True,15140,06:11:04,0,False
09020306,3,1,0,1,induction,True,15145,06:11:09,0.005,False
09020306,3,1,0,2,induction,True,15150,06:11:14,0.01,False
09020306,3,1,0,3,induction,True,15155,06:11:19,0.015,True
109742463786,2,0,0,,disruptive,True,23450,06:09:50,,
109742463786,2,0,0,0,induction,True,23570,06:11:50,0,False
109742463786,2,1,0,,disruptive,True,23934,06:17:54,,
109742463786,2,1,0,0,induction,True,24054,06:19:54,0,False
109742463786,2,2,0,,disruptive,True,24548,06:28:08,,
109742463786,2,2,0,0,induction,True,24668,06:30:08,0,False
119252313396,1,0,0,,disruptive,False,14781,01:59:57,,
119252313396,1,0,0,0,induction,True,14901,02:01:57,0,False
119252313396,1,0,0,1,induction,True,14904,02:02:00,0.01,False
119252313396,1,0,0,2,induction,True,14907,02:02:03,0.02,False
119252313396,1,0,0,3,induction,True,14910,02:02:06,0.03,False
119252313396,1,0,0,4,induction,True,14913,02:02:09,0.04,False
119252313396,1,0,0,5,induction,True,14916,02:02:12,0.05,True
119252313396,1,1,0,,disruptive,False,16711,02:32:07,,
119252313396,1,1,0,0,induction,True,16831,02:34:07,0,True
119252313396,1,2,0,,disruptive,False,17700,02:48:36,,
119252313396,1,2,0,0,induction,True,17820,02:50:36,0,False
119252313396,1,3,0,,disruptive,False,20543,03:35:59,,
119252313396,1,3,0,0,induction,True,20663,03:37:59,0,False
119252313396,1,3,0,1,induction,True,20666,03:38:02,0.01,False
119252313396,1,3,0,2,induction,True,20669,03:38:05,0.02,False
119252313396,1,3,0,3,induction,True,20672,03:38:08,0.03,False
119252313396,1,3,0,4,induction,True,20675,03:38:11,0.04,False
119252313396,1,3,0,5,induction,True,20678,03:38:14,0.05,False
119252313396,1,3,0,6,induction,True,20681,03:38:17,0.06,False
119252313396,1,3,0,7,induction,True,20684,03:38:20,0.07,False
119252313396,1,3,0,8,induction,True,20687,03:38:23,0.08,False
119252313396,1,3,0,9,induction,True,20690,03:38:26,0.09,False
119252313396,1,3,0,10,induction,True,20693,03:38:29,0.1,False
119252313396,1,3,0,11,induction,True,20696,03:38:32,0.15,False
119252313396,1,3,0,12,induction,True,20699,03:38:35,0.2,False
119252313396,1,3,0,13,induction,True,20702,03:38:38,0.25,False
119252313396,1,3,0,14,induction,True,20705,03:38:41,0.3,False
119252313396,1,3,0,15,induction,True,20708,03:38:44,0.35,False
119252313396,1,3,0,16,induction,True,20711,03:38:47,0.4,False
119252313396,1,3,0,17,induction,True,20714,03:38:50,0.45,False
119252313396,1,3,0,18,induction,True,20717,03:38:53,0.5,False
119252313396,1,3,0,19,induction,True,20720,03:38:56,0.55,False
119252313396,1,3,0,20,induction,True,20723,03:38:59,0.6,False
119252313396,1,3,0,21,induction,True,20726,03:39:02,0.65,False
119252313396,1,3,0,22,induction,True,20729,03:39:05,0.7,False
119252313396,1,3,0,23,induction,True,20732,03:39:08,0.75,False
119252313396,1,3,0,24,induction,True,20735,03:39:11,0.8,False
119252313396,1,3,0,25,induction,True,20738,03:39:14,0.85,False
119252313396,1,3,0,26,induction,True,20741,03:39:17,0.9,False
119252313396,1,3,0,27,induction,True,20744,03:39:20,0.95,False
119252313396,1,3,0,28,induction,True,20747,03:39:23,1,False
119252313396,1,3,1,,disruptive,False,20750,03:39:26,,
119252313396,1,3,1,0,induction,True,20870,03:41:26,0,False
119252313396,1,3,1,1,induction,True,20873,03:41:29,0.01,False
119252313396,1,3,1,2,induction,True,20876,03:41:32,0.02,False
119252313396,1,3,1,3,induction,True,20879,03:41:35,0.03,False
119252313396,1,3,1,4,induction,True,20882,03:41:38,0.04,False
119252313396,1,3,1,5,induction,True,20885,03:41:41,0.05,False
119252313396,1,3,1,6,induction,True,20888,03:41:44,0.06,False
119252313396,1,3,1,7,induction,True,20891,03:41:47,0.07,False
119252313396,1,3,1,8,induction,True,20894,03:41:50,0.08,False
119252313396,1,3,1,9,induction,True,20897,03:41:53,0.09,False
119252313396,1,3,1,10,induction,True,20900,03:41:56,0.1,False
119252313396,1,3,1,11,induction,True,20903,03:41:59,0.15,False
119252313396,1,3,1,12,induction,True,20906,03:42:02,0.2,False
119252313396,1,3,1,13,induction,True,20909,03:42:05,0.25,False
119252313396,1,3,1,14,induction,True,20912,03:42:08,0.3,False
119252313396,1,3,1,15,induction,True,20915,03:42:11,0.35,True
139662433656,2,0,0,,disruptive,True,17250,03:58:59,,
139662433656,2,0,0,0,induction,True,17370,04:00:59,0,False
139662433656,2,0,0,1,induction,True,17373,04:01:02,0.01,False
139662433656,2,0,0,2,induction,True,17376,04:01:05,0.02,False
139662433656,2,0,0,3,induction,True,17379,04:01:08,0.03,False
139662433656,2,0,0,4,induction,True,17382,04:01:11,0.04,False
139662433656,2,0,0,5,induction,True,17385,04:01:14,0.05,False
139662433656,2,0,0,6,induction,True,17388,04:01:17,0.06,False
139662433656,2,0,0,7,induction,True,17391,04:01:20,0.07,False
139662433656,2,0,0,8,induction,True,17394,04:01:23,0.08,False
139662433656,2,0,0,9,induction,True,17397,04:01:26,0.09,False
139662433656,2,0,0,10,induction,True,17400,04:01:29,0.1,False
139662433656,2,0,0,11,induction,True,17403,04:01:32,0.15,False
139662433656,2,0,0,12,induction,True,17406,04:01:35,0.2,False
139662433656,2,0,0,13,induction,True,17409,04:01:38,0.25,False
139662433656,2,0,0,14,induction,True,17412,04:01:41,0.3,False
139662433656,2,0,0,15,induction,True,17415,04:01:44,0.35,False
139662433656,2,0,0,16,induction,True,17418,04:01:47,0.4,False
139662433656,2,0,0,17,induction,True,17421,04:01:50,0.45,False
139662433656,2,0,0,18,induction,True,17424,04:01:53,0.5,False
139662433656,2,0,0,19,induction,True,17427,04:01:56,0.55,False
139662433656,2,0,0,20,induction,True,17430,04:01:59,0.6,False
139662433656,2,0,0,21,induction,True,17433,04:02:02,0.65,False
139662433656,2,0,0,22,induction,True,17436,04:02:05,0.7,False
139662433656,2,0,0,23,induction,True,17439,04:02:08,0.75,False
139662433656,2,0,0,24,induction,True,17442,04:02:11,0.8,False
139662433656,2,0,0,25,induction,True,17445,04:02:14,0.85,False
139662433656,2,0,0,26,induction,True,17448,04:02:17,0.9,False
139662433656,2,0,0,27,induction,True,17451,04:02:20,0.95,False
139662433656,2,0,0,28,induction,True,17454,04:02:23,1,False
139662433656,2,0,1,,disruptive,True,17457,04:02:26,,
139662433656,2,0,1,0,induction,True,17577,04:04:26,0,False
139662433656,2,1,0,,disruptive,True,17877,04:09:26,,
139662433656,2,1,0,0,induction,True,17997,04:11:26,0,False
139662433656,2,2,0,,disruptive,True,20328,04:50:17,,
139662433656,2,2,0,0,induction,True,20448,04:52:17,0,False
139662433656,2,2,0,1,induction,True,20451,04:52:20,0.01,False
139662433656,2,2,0,2,induction,True,20454,04:52:23,0.02,False
139662433656,2,2,0,3,induction,True,20457,04:52:26,0.03,False
139662433656,2,2,0,4,induction,True,20460,04:52:29,0.04,False
139662433656,2,2,0,5,induction,True,20463,04:52:32,0.05,False
139662433656,2,2,0,6,induction,True,20466,04:52:35,0.06,False
139662433656,2,2,0,7,induction,True,20469,04:52:38,0.07,False
139662433656,2,2,0,8,induction,True,20472,04:52:41,0.08,False
139662433656,2,2,0,9,induction,True,20475,04:52:44,0.09,False
139662433656,2,2,0,10,induction,True,20478,04:52:47,0.1,False
139662433656,2,2,0,11,induction,True,20481,04:52:50,0.15,False
139662433656,2,2,0,12,induction,True,20484,04:52:53,0.2,False
139662433656,2,2,0,13,induction,True,20487,04:52:56,0.25,False
139662433656,2,2,0,14,induction,True,20490,04:52:59,0.3,False
139662433656,2,2,0,15,induction,True,20493,04:53:02,0.35,False
139662433656,2,2,0,16,induction,True,20496,04:53:05,0.4,False
139662433656,2,2,0,17,induction,True,20499,04:53:08,0.45,False
139662433656,2,2,0,18,induction,True,20502,04:53:11,0.5,False
139662433656,2,2,0,19,induction,True,20505,04:53:14,0.55,False
139662433656,2,2,0,20,induction,True,20508,04:53:17,0.6,False
139662433656,2,2,0,21,induction,True,20511,04:53:20,0.65,False
139662433656,2,2,0,22,induction,True,20514,04:53:23,0.7,False
139662433656,2,2,0,23,induction,True,20517,04:53:26,0.75,False
139662433656,2,2,0,24,induction,True,20520,04:53:29,0.8,False
139662433656,2,2,0,25,induction,True,20523,04:53:32,0.85,False
139662433656,2,2,0,26,induction,True,20526,04:53:35,0.9,False
139662433656,2,2,0,27,induction,True,20529,04:53:38,0.95,False
139662433656,2,2,0,28,induction,True,20532,04:53:41,1,False
139662433656,2,2,1,,disruptive,True,20535,04:53:44,,
139662433656,2,2,1,0,induction,True,20655,04:55:44,0,False
139662433656,2,2,1,1,induction,True,20658,04:55:47,0.01,False
139662433656,2,2,1,2,induction,True,20661,04:55:50,0.02,False
139662433656,2,2,1,3,induction,True,20664,04:55:53,0.03,False
139662433656,2,2,1,4,induction,True,20667,04:55:56,0.04,False
139662433656,2,2,1,5,induction,True,20670,04:55:59,0.05,False
139662433656,2,2,1,6,induction,True,20673,04:56:02,0.06,False
139662433656,2,2,1,7,induction,True,20676,04:56:05,0.07,False
139662433656,2,2,1,8,induction,True,20679,04:56:08,0.08,False
139662433656,2,2,1,9,induction,True,20682,04:56:11,0.09,False
139662433656,2,2,1,10,induction,True,20685,04:56:14,0.1,False
139662433656,2,2,1,11,induction,True,20688,04:56:17,0.15,False
139662433656,2,2,1,12,induction,True,20691,04:56:20,0.2,False
139662433656,2,2,1,13,induction,True,20694,04:56:23,0.25,False
139662433656,2,2,1,14,induction,True,20697,04:56:26,0.3,False
139662433656,2,2,1,15,induction,True,20700,04:56:29,0.35,False
139662433656,2,2,1,16,induction,True,20703,04:56:32,0.4,True
159532853506,1,3,0,,disruptive,False,15932,04:44:05,,
159532853506,1,3,0,0,induction,True,16051,04:46:04,0,False
159532853506,1,3,0,1,induction,True,16056,04:46:09,0.005,True
159532853506,1,3,1,,disruptive,False,16355,04:51:08,,
159532853506,1,3,1,0,induction,True,16475,04:53:08,0,False
159532853506,1,3,1,1,induction,True,16480,04:53:13,0.005,False
159532853506,1,3,1,2,induction,True,16485,04:53:18,0.01,False
159532853506,1,3,1,3,induction,True,16490,04:53:23,0.015,True
159532853506,1,6,0,,disruptive,False,17210,05:05:23,,
159532853506,1,6,0,0,induction,True,17329,05:07:22,0,False
159532853506,1,17,0,,disruptive,False,21884,06:23:17,,
159532853506,1,17,0,0,induction,True,22003,06:25:16,0,False
159532853506,1,17,0,1,induction,True,22008,06:25:21,0.005,False
159532853506,1,17,0,2,induction,True,22013,06:25:26,0.01,False
159532853506,1,17,0,3,induction,True,22018,06:25:31,0.015,False
159532853506,1,17,0,4,induction,True,22023,06:25:36,0.02,True
159532853506,1,17,1,,disruptive,False,22322,06:30:35,,
159532853506,1,17,1,0,induction,True,22442,06:32:35,0,False
159532853506,1,17,1,1,induction,True,22447,06:32:40,0.005,False
159532853506,1,17,1,2,induction,True,22452,06:32:45,0.01,True
159532853506,3,0,0,,disruptive,True,14521,04:04:43,,
159532853506,3,0,0,0,induction,True,14640,04:06:42,0,False
159532853506,3,0,0,1,induction,True,14643,04:06:45,0.01,False
159532853506,3,0,0,2,induction,True,14646,04:06:48,0.02,False
159532853506,3,0,0,3,induction,True,14649,04:06:51,0.03,False
159532853506,3,0,0,4,induction,True,14652,04:06:54,0.04,True
159532853506,3,0,1,,disruptive,True,14952,04:11:54,,
159532853506,3,0,1,0,induction,True,15072,04:13:54,0,False
159532853506,3,0,1,1,induction,True,15075,04:13:57,0.01,False
159532853506,3,0,1,2,induction,True,15078,04:14:00,0.02,False
159532853506,3,0,1,3,induction,True,15081,04:14:03,0.03,False
159532853506,3,0,1,4,induction,True,15084,04:14:06,0.04,False
159532853506,3,0,1,5,induction,True,15087,04:14:09,0.05,False
159532853506,3,0,2,,disruptive,True,15090,04:14:12,,
159532853506,3,0,2,0,induction,True,15209,04:16:11,0,False
159532853506,3,8,0,,disruptive,True,16185,04:32:27,,
159532853506,3,8,0,0,induction,True,16304,04:34:26,0,False
159532853506,3,8,0,1,induction,True,16307,04:34:29,0.01,False
159532853506,3,8,0,2,induction,True,16310,04:34:32,0.02,False
159532853506,3,8,0,3,induction,True,16313,04:34:35,0.03,True
159532853506,3,12,0,,disruptive,True,17562,04:55:24,,
159532853506,3,12,0,0,induction,True,17681,04:57:23,0,False
209652743806,1,0,0,,disruptive,True,14521,04:44:00,,
209652743806,1,0,0,0,induction,True,14641,04:46:00,0,False
209652743806,1,0,0,1,induction,True,14644,04:46:03,0.01,False
209652743806,1,0,0,2,induction,True,14647,04:46:06,0.02,False
209652743806,1,0,0,3,induction,True,14650,04:46:09,0.03,False
209652743806,1,0,0,4,induction,True,14653,04:46:12,0.04,False
209652743806,1,0,0,5,induction,True,14656,04:46:15,0.05,False
209652743806,1,0,0,6,induction,True,14659,04:46:18,0.06,False
209652743806,1,0,0,7,induction,True,14662,04:46:21,0.07,False
209652743806,1,0,0,8,induction,True,14665,04:46:24,0.08,False
209652743806,1,0,0,9,induction,True,14668,04:46:27,0.09,False
209652743806,1,0,0,10,induction,True,14671,04:46:30,0.1,False
209652743806,1,0,0,11,induction,True,14674,04:46:33,0.15,False
209652743806,1,0,0,12,induction,True,14677,04:46:36,0.2,False
209652743806,1,0,0,13,induction,True,14680,04:46:39,0.25,False
209652743806,1,0,0,14,induction,True,14683,04:46:42,0.3,False
209652743806,1,0,0,15,induction,True,14686,04:46:45,0.35,False
209652743806,1,0,0,16,induction,True,14689,04:46:48,0.4,False
209652743806,1,0,0,17,induction,True,14692,04:46:51,0.45,False
209652743806,1,0,0,18,induction,True,14695,04:46:54,0.5,False
209652743806,1,0,0,19,induction,True,14698,04:46:57,0.55,False
209652743806,1,0,0,20,induction,True,14701,04:47:00,0.6,False
209652743806,1,0,0,21,induction,True,14704,04:47:03,0.65,False
209652743806,1,0,0,22,induction,True,14707,04:47:06,0.7,False
209652743806,1,0,0,23,induction,True,14710,04:47:09,0.75,False
209652743806,1,0,0,24,induction,True,14713,04:47:12,0.8,False
209652743806,1,0,0,25,induction,True,14716,04:47:15,0.85,False
209652743806,1,0,0,26,induction,True,14719,04:47:18,0.9,False
209652743806,1,0,0,27,induction,True,14722,04:47:21,0.95,False
209652743806,1,0,0,28,induction,True,14725,04:47:24,1,False
209652743806,1,0,1,,disruptive,True,14728,04:47:27,,
209652743806,1,0,1,0,induction,True,14848,04:49:27,0,False
209652743806,1,0,1,1,induction,True,14851,04:49:30,0.01,False
209652743806,1,0,1,2,induction,True,14854,04:49:33,0.02,False
209652743806,1,0,1,3,induction,True,14857,04:49:36,0.03,False
209652743806,1,0,1,4,induction,True,14860,04:49:39,0.04,False
209652743806,1,0,1,5,induction,True,14863,04:49:42,0.05,False
209652743806,1,0,1,6,induction,True,14866,04:49:45,0.06,False
209652743806,1,0,1,7,induction,True,14869,04:49:48,0.07,False
209652743806,1,0,1,8,induction,True,14872,04:49:51,0.08,False
209652743806,1,0,1,9,induction,True,14875,04:49:54,0.09,False
209652743806,1,0,1,10,induction,True,14878,04:49:57,0.1,False
209652743806,1,0,1,11,induction,True,14881,04:50:00,0.15,False
209652743806,1,0,1,12,induction,True,14884,04:50:03,0.2,False
209652743806,1,0,1,13,induction,True,14887,04:50:06,0.25,False
209652743806,1,0,1,14,induction,True,14890,04:50:09,0.3,False
209652743806,1,0,1,15,induction,True,14893,04:50:12,0.35,False
209652743806,1,0,1,16,induction,True,14896,04:50:15,0.4,False
209652743806,1,0,1,17,induction,True,14899,04:50:18,0.45,False
209652743806,1,0,1,18,induction,True,14902,04:50:21,0.5,False
209652743806,1,0,1,19,induction,True,14905,04:50:24,0.55,False
209652743806,1,0,1,20,induction,True,14908,04:50:27,0.6,False
209652743806,1,0,1,21,induction,True,14911,04:50:30,0.65,False
209652743806,1,0,1,22,induction,True,14914,04:50:33,0.7,False
209652743806,1,0,1,23,induction,True,14917,04:50:36,0.75,False
209652743806,1,0,1,24,induction,True,14920,04:50:39,0.8,False
209652743806,1,0,1,25,induction,True,14923,04:50:42,0.85,False
209652743806,1,0,1,26,induction,True,14926,04:50:45,0.9,False
209652743806,1,0,1,27,induction,True,14929,04:50:48,0.95,False
209652743806,1,0,1,28,induction,True,14932,04:50:51,1,False
209652743806,1,0,2,,disruptive,True,14935,04:50:54,,
209652743806,1,0,2,0,induction,True,15055,04:52:54,0,False
209652743806,1,0,2,1,induction,True,15058,04:52:57,0.01,False
209652743806,1,0,2,2,induction,True,15061,04:53:00,0.02,False
209652743806,1,0,2,3,induction,True,15064,04:53:03,0.03,False
209652743806,1,0,2,4,induction,True,15067,04:53:06,0.04,False
209652743806,1,0,2,5,induction,True,15070,04:53:09,0.05,False
209652743806,1,0,2,6,induction,True,15073,04:53:12,0.06,False
209652743806,1,0,2,7,induction,True,15076,04:53:15,0.07,False
209652743806,1,0,2,8,induction,True,15079,04:53:18,0.08,False
209652743806,1,0,2,9,induction,True,15082,04:53:21,0.09,False
209652743806,1,0,2,10,induction,True,15085,04:53:24,0.1,False
209652743806,1,0,2,11,induction,True,15088,04:53:27,0.15,False
209652743806,1,0,2,12,induction,True,15091,04:53:30,0.2,False
209652743806,1,0,2,13,induction,True,15094,04:53:33,0.25,False
209652743806,1,0,2,14,induction,True,15097,04:53:36,0.3,False
209652743806,1,0,2,15,induction,True,15100,04:53:39,0.35,False
209652743806,1,0,2,16,induction,True,15103,04:53:42,0.4,False
209652743806,1,0,2,17,induction,True,15106,04:53:45,0.45,False
209652743806,1,0,2,18,induction,True,15109,04:53:48,0.5,False
209652743806,1,0,2,19,induction,True,15112,04:53:51,0.55,False
209652743806,1,0,2,20,induction,True,15115,04:53:54,0.6,False
209652743806,1,0,2,21,induction,True,15118,04:53:57,0.65,False
209652743806,1,0,2,22,induction,True,15121,04:54:00,0.7,False
209652743806,1,0,2,23,induction,True,15124,04:54:03,0.75,False
209652743806,1,0,2,24,induction,True,15127,04:54:06,0.8,False
209652743806,1,0,2,25,induction,True,15130,04:54:09,0.85,False
209652743806,1,0,2,26,induction,True,15133,04:54:12,0.9,False
209652743806,1,0,2,27,induction,True,15136,04:54:15,0.95,False
209652743806,1,0,2,28,induction,True,15139,04:54:18,1,False
209652743806,1,1,0,,disruptive,True,15578,05:01:37,,
209652743806,1,1,0,0,induction,True,15698,05:03:37,0,False
209652743806,1,1,0,1,induction,True,15701,05:03:40,0.01,False
209652743806,1,1,0,2,induction,True,15704,05:03:43,0.02,False
209652743806,1,1,0,3,induction,True,15707,05:03:46,0.03,False
209652743806,1,1,0,4,induction,True,15710,05:03:49,0.04,False
209652743806,1,1,0,5,induction,True,15713,05:03:52,0.05,False
209652743806,1,1,0,6,induction,True,15716,05:03:55,0.06,False
209652743806,1,1,0,7,induction,True,15719,05:03:58,0.07,False
209652743806,1,1,0,8,induction,True,15722,05:04:01,0.08,False
209652743806,1,1,0,9,induction,True,15725,05:04:04,0.09,False
209652743806,1,1,0,10,induction,True,15728,05:04:07,0.1,False
209652743806,1,1,0,11,induction,True,15731,05:04:10,0.15,False
209652743806,1,1,0,12,induction,True,15734,05:04:13,0.2,False
209652743806,1,1,0,13,induction,True,15737,05:04:16,0.25,False
209652743806,1,1,0,14,induction,True,15740,05:04:19,0.3,False
209652743806,1,1,0,15,induction,True,15743,05:04:22,0.35,False
209652743806,1,1,0,16,induction,True,15746,05:04:25,0.4,False
209652743806,1,1,0,17,induction,True,15749,05:04:28,0.45,False
209652743806,1,1,0,18,induction,True,15752,05:04:31,0.5,False
209652743806,1,1,0,19,induction,True,15755,05:04:34,0.55,False
209652743806,1,1,0,20,induction,True,15758,05:04:37,0.6,False
209652743806,1,1,0,21,induction,True,15761,05:04:40,0.65,False
209652743806,1,1,0,22,induction,True,15764,05:04:43,0.7,False
209652743806,1,1,0,23,induction,True,15767,05:04:46,0.75,False
209652743806,1,1,0,24,induction,True,15770,05:04:49,0.8,False
209652743806,1,1,0,25,induction,True,15773,05:04:52,0.85,False
209652743806,1,1,0,26,induction,True,15776,05:04:55,0.9,False
209652743806,1,1,0,27,induction,True,15779,05:04:58,0.95,False
209652743806,1,1,0,28,induction,True,15782,05:05:01,1,False
209652743806,1,1,1,,disruptive,True,15785,05:05:04,,
209652743806,1,1,1,0,induction,True,15905,05:07:04,0,False
209652743806,1,1,1,1,induction,True,15908,05:07:07,0.01,False
209652743806,1,1,1,2,induction,True,15911,05:07:10,0.02,False
209652743806,1,1,1,3,induction,True,15914,05:07:13,0.03,True
239922773336,1,0,0,,disruptive,True,14526,02:52:24,,
269592263106,2,0,0,,disruptive,False,16761,01:46:59,,
269592263106,2,0,0,0,induction,True,16881,01:48:59,0,False
269592263106,2,0,0,1,induction,True,16884,01:49:02,0.01,False
269592263106,2,0,0,2,induction,True,16887,01:49:05,0.02,False
269592263106,2,0,0,3,induction,True,16890,01:49:08,0.03,False
269592263106,2,0,0,4,induction,True,16893,01:49:11,0.04,True
269592263106,2,1,0,,disruptive,False,18253,02:11:51,,
269592263106,2,1,0,0,induction,True,18373,02:13:51,0,False
269592263106,2,1,0,1,induction,True,18376,02:13:54,0.01,False
269592263106,2,1,0,2,induction,True,18379,02:13:57,0.02,False
269592263106,2,1,0,3,induction,True,18382,02:14:00,0.03,False
269592263106,2,1,0,4,induction,True,18385,02:14:03,0.04,False
269592263106,2,1,0,5,induction,True,18388,02:14:06,0.05,False
269592263106,2,1,0,6,induction,True,18391,02:14:09,0.06,False
269592263106,2,1,0,7,induction,True,18394,02:14:12,0.07,False
269592263106,2,1,0,8,induction,True,18397,02:14:15,0.08,False
269592263106,2,1,0,9,induction,True,18400,02:14:18,0.09,False
269592263106,2,1,0,10,induction,True,18403,02:14:21,0.1,False
269592263106,2,1,0,11,induction,True,18406,02:14:24,0.15,False
269592263106,2,1,0,12,induction,True,18409,02:14:27,0.2,False
269592263106,2,1,0,13,induction,True,18412,02:14:30,0.25,False
269592263106,2,1,0,14,induction,True,18415,02:14:33,0.3,False
269592263106,2,1,0,15,induction,True,18418,02:14:36,0.35,False
269592263106,2,1,0,16,induction,True,18421,02:14:39,0.4,False
269592263106,2,1,0,17,induction,True,18424,02:14:42,0.45,False
269592263106,2,1,0,18,induction,True,18427,02:14:45,0.5,False
269592263106,2,1,0,19,induction,True,18430,02:14:48,0.55,False
269592263106,2,1,0,20,induction,True,18433,02:14:51,0.6,False
269592263106,2,1,0,21,induction,True,18436,02:14:54,0.65,False
269592263106,2,1,0,22,induction,True,18439,02:14:57,0.7,False
269592263106,2,1,0,23,induction,True,18442,02:15:00,0.75,False
269592263106,2,1,0,24,induction,True,18445,02:15:03,0.8,False
269592263106,2,1,0,25,induction,True,18448,02:15:06,0.85,True
269592263106,2,2,0,,disruptive,False,20351,02:46:49,,
269592263106,2,2,0,0,induction,True,20471,02:48:49,0,False
269592263106,2,4,0,,disruptive,False,23792,03:44:10,,
269592263106,2,4,0,0,induction,True,23912,03:46:10,0,False
269592263106,2,4,0,1,induction,True,23915,03:46:13,0.01,False
269592263106,2,4,0,2,induction,True,23918,03:46:16,0.02,False
269592263106,2,4,0,3,induction,True,23921,03:46:19,0.03,False
269592263106,2,4,0,4,induction,True,23924,03:46:22,0.04,False
269592263106,2,4,0,5,induction,True,23927,03:46:25,0.05,False
269592263106,2,4,0,6,induction,True,23930,03:46:28,0.06,False
269592263106,2,4,0,7,induction,True,23933,03:46:31,0.07,True
269592263106,2,4,1,,disruptive,False,24235,03:51:33,,
269592263106,2,4,1,0,induction,True,24355,03:53:33,0,False
269592263106,2,4,1,1,induction,True,24358,03:53:36,0.01,False
269592263106,2,4,1,2,induction,True,24361,03:53:39,0.02,True
269962413216,3,7,0,,disruptive,False,17561,04:29:25,,
269962413216,3,7,0,0,induction,True,17680,04:31:24,0,False
269962413216,3,7,0,1,induction,True,17685,04:31:29,0.005,False
269962413216,3,7,0,2,induction,True,17690,04:31:34,0.01,False
269962413216,3,7,0,3,induction,True,17695,04:31:39,0.015,False
269962413216,3,7,0,4,induction,True,17700,04:31:44,0.02,False
269962413216,3,7,0,5,induction,True,17705,04:31:49,0.025,True
269962413216,3,7,1,,disruptive,False,18004,04:36:48,,
269962413216,3,7,1,0,induction,True,18124,04:38:48,0,False
269962413216,3,7,1,1,induction,True,18129,04:38:53,0.005,False
269962413216,3,7,1,2,induction,True,18134,04:38:58,0.01,False
269962413216,3,7,1,3,induction,True,18139,04:39:03,0.015,False
269962413216,3,7,1,4,induction,True,18144,04:39:08,0.02,True
269962413216,3,11,0,,disruptive,False,18646,04:47:30,,
269962413216,3,11,0,0,induction,True,18765,04:49:29,0,False
