pid,night_number,condition,episode_index,train_index,disruptive_took_place,disruptive_start_epoch_sec,first_induction_epoch_sec,train_end_epoch_sec,train_duration_sec,induction_cues_count
379172703886,7,3,0,0,True,17030,17150,17151,,1
379172703886,7,3,8,0,True,21844,21964,21966,,1
379172703886,7,3,15,0,True,23440,23560,23637,,26
379172703886,7,3,15,1,True,23937,24057,24120,,21
379172703886,7,3,15,2,True,24120,24240,24293,,18
379172703886,23,1,2,0,True,19110,19230,19231,121,1
379172703886,23,1,3,0,True,20083,20203,20250,167,16
379172703886,23,1,5,0,True,25770,25890,25891,121,1
379172703886,23,1,25,0,True,28685,28805,28892,207,29
379172703886,23,1,25,1,True,28892,29012,29092,200,27
379172703886,21,3,7,0,True,17133,17253,17267,,5
379172703886,21,3,12,0,True,25389,25509,25510,,1
379172703886,21,3,21,0,True,27945,28065,28152,,29
379172703886,21,3,21,1,True,28152,28272,28358,,29
379172703886,21,3,21,2,True,28658,28778,28841,,21
379172703886,19,6,4,0,True,27681,,27700,19,0
379172703886,14,3,0,0,True,17614,17734,17821,,29
379172703886,14,3,0,1,True,17821,17941,18028,,29
379172703886,14,3,0,2,True,18028,18148,18235,,29
379172703886,14,3,1,0,True,18936,19056,19143,,29
379172703886,14,3,1,1,True,19143,19263,19264,,1
379172703886,8,7,0,0,True,14564,14684,14685,121,1
379172703886,8,7,1,0,True,15101,15221,15222,121,1
379172703886,8,7,2,0,True,15638,15758,15759,121,1
379172703886,8,7,3,0,True,16176,16296,16297,121,1
379172703886,8,7,4,0,True,16714,16834,16835,121,1
379172703886,17,7,5,0,True,17416,17536,17537,121,1
379172703886,17,7,6,0,True,19561,19681,19682,121,1
379172703886,17,7,8,0,True,20435,20555,20556,121,1
379172703886,17,7,10,0,True,21326,21446,21447,121,1
379172703886,17,7,16,0,True,24227,24347,24348,121,1
379502533246,1,2,2,0,True,14556,14675,14691,135,4
379502533246,2,2,2,0,True,14556,14675,14691,135,4
379502533246,3,2,2,0,True,14556,14675,14691,135,4
379882713876,5,1,0,0,True,19036,19155,19156,120,1
379882713876,5,1,3,0,True,20127,20246,20301,174,11
379882713876,5,1,7,0,True,23232,23351,23352,120,1
379882713876,5,1,9,0,True,25369,25488,25499,130,3
379882713876,5,1,13,0,True,30684,,30777,93,0
379882713876,9,7,1,0,True,16855,16974,16975,120,1
379882713876,9,7,4,0,True,17742,17861,17862,120,1
379882713876,9,7,8,0,True,18196,18315,18356,160,9
379882713876,9,7,10,0,True,19689,19808,19848,159,8
379882713876,9,7,15,0,True,20763,20882,20953,190,15
379882713876,10,7,1,0,True,16855,16974,16975,120,1
379882713876,10,7,4,0,True,17742,17861,17862,120,1
379882713876,10,7,8,0,True,18196,18315,18356,160,9
379882713876,10,7,10,0,True,19689,19808,19848,159,8
379882713876,10,7,15,0,True,20763,20882,20953,190,15
379882713876,6,1,0,0,True,19036,19155,19156,120,1
379882713876,6,1,3,0,True,20127,20246,20301,174,11
379882713876,6,1,7,0,True,23232,23351,23352,120,1
379882713876,6,1,9,0,True,25369,25488,25499,130,3
379882713876,6,1,13,0,True,30684,,30777,93,0
379882713876,13,3,0,0,True,15059,15178,15179,,1
379882713876,13,3,1,0,True,16107,16226,16227,,1
379882713876,13,3,2,0,True,19114,19233,19265,,11
379882713876,13,3,3,0,True,19829,19948,20013,,22
