"estimate","std.error","z.value","p.value","term"
-1.91907766897434,0.417417019871115,-4.59750699568237,4.27576275969054e-06,"0|1"
-0.672921920275994,0.395278548221031,-1.70239929109361,0.0886805428558566,"1|2"
0.252084038396908,0.391556867876055,0.643799302421388,0.51970558618322,"2|3"
1.3029954210533,0.403476606406407,3.22941999700683,0.0012404158127418,"3|4"
3.11659203959082,0.48984654056261,6.36238450517845,1.98645399363882e-10,"4|5"
-0.351866425745157,0.486127461923707,-0.723815158174255,0.469179222041295,"condition1"
-0.750128338726432,0.519044145304762,-1.44521105865858,0.148398611104498,"condition2"
-1.10459578978546,0.494421136632657,-2.23411927189947,0.0254752262815851,"condition3"
-0.880681115957478,0.534966334192507,-1.64623651932565,0.0997150732876184,"condition4"
-1.22361830111544,0.551290181896838,-2.21955395052621,0.026449061128919,"condition5"
-0.724265719702643,0.571170224276632,-1.2680382991251,0.204784273785285,"condition6"
-1.00242679494703,0.542645418297454,-1.84729615536447,0.0647042298623053,"condition7"
