"effect","component","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"fixed","cond","(Intercept)",0.769495484577729,0.221517795098388,3.47374116935371,0.000513255881201922,0.335328584250165,1.20366238490529
"fixed","cond","conditioncondition_5",0.342969057549694,0.267378708009442,1.28270893409202,0.199594068710291,-0.181083580381664,0.867021695481051
