"estimate","std.error","z.value","p.value","term"
-0.478650773759738,NA,NA,NA,"0|1"
2.68456271288347,NA,NA,NA,"1|2"
3.16422437553931,NA,NA,NA,"2|3"
4.89207881983047,NA,NA,NA,"3|4"
7.0326036677985,NA,NA,NA,"4|5"
0.112277981036539,NA,NA,NA,"condition1"
-0.0100871102073402,NA,NA,NA,"condition2"
-0.74890493920463,NA,NA,NA,"condition3"
-0.473906724554228,NA,NA,NA,"condition4"
-0.0269509143766328,NA,NA,NA,"condition5"
0.483710235663814,NA,NA,NA,"condition6"
0.60920597104699,NA,NA,NA,"condition7"
