"effect","component","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"fixed","cond","(Intercept)",0.713010121927778,0.21643245527953,3.29437708871759,0.000986400729595963,0.288810304494324,1.13720993936123
"fixed","cond","conditioncondition_5",0.246576488712008,0.214395353879983,1.15010182939897,0.250101932997047,-0.173630683345478,0.666783660769494
